"Pokemon","Fast.Move","Charged.Move","DPS","TDO","DPS.3.TDO","CP","fastType","fastDmg","fastDps","chargeType","chargeDmg","chargeDps"
"9178","Shadow Mawile","Astonish","Vise Grip",6.894,94.5,31,1634,"ghost","8","7.3","normal","35","18.4"
"9179","Shadow Cubone","Mud Slap","Bone Club",6.89,96.3,31.5,1019,NA,NA,NA,"ground","40","25"
"9180","Dwebble","Smack Down","Rock Tomb",6.888,103.9,34,1224,"rock","16","13.3","rock","70","21.9"
"9181","Snover","Ice Shard","Energy Ball",6.883,97.4,31.8,1159,"ice","12","10","grass","90","23.1"
"9182","Shadow Poliwag","Bubble","Mud Bomb",6.88,52.1,17,829,"water","12","10","ground","55","23.9"
"9183","Golett","Astonish","Shadow Punch",6.875,85.8,27.9,1189,"ghost","8","7.3","ghost","40","23.5"
"9184","Oshawott","Water Gun","Water Pulse",6.875,76.8,25,1046,"water","5","10","water","70","21.9"
"9185","Deoxys (Defense Forme)","Zen Headbutt","Psycho Boost",6.87,250,81.1,2274,"psychic","12","10.9","psychic","70","17.5"
"9186","Delibird","Present","Aerial Ace",6.869,71.6,23.2,1094,"normal","5","3.8","flying","55","22.9"
"9187","Diglett","Mud Slap","Mud Bomb",6.869,36.4,11.8,676,NA,NA,NA,"ground","55","23.9"
"9188","Meowth","Bite","Return",6.869,59.8,19.4,748,"dark","6","12","normal","35","50"
"9189","Koffing","Infestation","Return",6.867,100.4,32.5,1214,"bug","10","9.1","normal","35","50"
"9190","Lickitung","Lick","Stomp",6.866,160.8,52,1411,"ghost","5","10","normal","55","32.4"
"9191","Snover","Powder Snow","Return",6.865,97.2,31.4,1159,"ice","6","6","normal","35","50"
"9192","Vullaby","Feint Attack","Dark Pulse",6.864,137.2,44.4,1271,"dark","10","11.1","dark","80","26.7"
"9193","Shadow Ralts","Confusion","Psyshock",6.863,33.5,10.8,539,"psychic","20","12.5","psychic","65","24.1"
"9194","Lillipup","Tackle","Thunderbolt",6.862,68.8,22.2,915,"normal","5","10","electric","80","32"
"9195","Karrablast","Peck","Aerial Ace",6.86,73.8,23.8,1182,"flying","10","10","flying","55","22.9"
"9196","Patrat","Tackle","Grass Knot",6.857,59.9,19.3,791,"normal","5","10","grass","90","34.6"
"9197","Larvitar","Bite","Ancient Power",6.855,78.1,25.2,1040,"dark","6","12","rock","70","20"
"9198","Mawile","Bite","Vise Grip",6.851,112.7,36.3,1634,"dark","6","12","normal","35","18.4"
"9199","Corsola","Tackle","Rock Blast",6.845,130.8,42,1378,"normal","5","10","rock","50","23.8"
"9200","Farfetch'd","Air Slash","Air Cutter",6.845,96.3,30.9,1236,"flying","14","11.7","flying","60","22.2"
"9201","Corsola","Bubble","Bubble Beam",6.843,130.7,41.9,1378,"water","12","10","water","45","23.7"
"9202","Budew","Razor Leaf","Grass Knot",6.842,79.5,25.5,856,"grass","13","13","grass","90","34.6"
"9203","Shadow Pineco","Tackle","Gyro Ball",6.839,82.4,26.3,1108,"normal","5","10","steel","80","24.2"
"9204","Shadow Pineco","Bug Bite","Rock Tomb",6.837,82.3,26.3,1108,"bug","5","10","rock","70","21.9"
"9205","Lumineon","Water Gun","Silver Wind",6.833,162.3,51.8,1814,"water","5","10","bug","70","18.9"
"9206","Nidorino","Poison Sting","Dig",6.832,102.2,32.6,1393,"poison","5","8.3","ground","100","21.3"
"9207","Riolu","Quick Attack","Low Sweep",6.831,59.5,19,993,"normal","8","10","fighting","40","21.1"
"9208","Shadow Exeggcute","Confusion","Ancient Power",6.826,94,29.9,1175,"psychic","20","12.5","rock","70","20"
"9209","Cherubi","Bullet Seed","Seed Bomb",6.825,72.5,23,950,"grass","8","7.3","grass","55","26.2"
"9210","Runerigus","Astonish","Sand Tomb",6.823,198.1,62.9,2273,"ghost","8","7.3","ground","60","15"
"9211","Jigglypuff","Feint Attack","Play Rough",6.816,70.5,22.3,724,"dark","10","11.1","fairy","90","31"
"9212","Pikachu","Present","Discharge",6.814,66.1,20.9,938,"normal","5","3.8","electric","65","26"
"9213","Timburr","Low Kick","Rock Tomb",6.814,94.5,29.9,1315,"fighting","6","10","rock","70","21.9"
"9214","Jumpluff","Infestation","Return",6.811,183.4,57.9,1636,"bug","10","9.1","normal","35","50"
"9215","Bagon","Ember","Crunch",6.809,73,23,1156,"fire","10","10","dark","70","21.9"
"9216","Joltik","Sucker Punch","Bug Buzz",6.809,81.2,25.6,1023,"dark","7","10","bug","90","24.3"
"9217","Pansage","Vine Whip","Energy Ball",6.808,78.3,24.7,956,"grass","7","11.7","grass","90","23.1"
"9218","Alolan Diglett","Mud Slap","Mud Bomb",6.807,37.2,11.7,681,NA,NA,NA,"ground","55","23.9"
"9219","Lombre","Razor Leaf","Ice Beam",6.806,107.6,33.9,1197,"grass","13","13","ice","90","27.3"
"9220","Swadloon","Struggle Bug","Bug Buzz",6.805,134.6,42.4,1370,"bug","15","10","bug","90","24.3"
"9221","Shadow Poliwag","Mud Shot","Body Slam",6.804,51.5,16.2,829,"ground","5","8.3","normal","50","26.3"
"9222","Koffing","Acid","Dark Pulse",6.798,99.4,31.2,1214,"poison","9","11.3","dark","80","26.7"
"9223","Shadow Cubone","Mud Slap","Bulldoze",6.798,95,29.9,1019,NA,NA,NA,"ground","80","22.9"
"9224","Snorunt","Hex","Avalanche",6.798,78.9,24.8,888,"ghost","10","8.3","ice","90","33.3"
"9225","Dunsparce","Astonish","Drill Run",6.797,161.9,50.8,1689,"ghost","8","7.3","ground","80","28.6"
"9226","Mudkip","Tackle","Stomp",6.791,77.4,24.2,1128,"normal","5","10","normal","55","32.4"
"9227","Ariados","Infestation","Shadow Sneak",6.787,122.4,38.3,1772,"bug","10","9.1","ghost","50","17.2"
"9228","Poliwhirl","Mud Shot","Water Pulse",6.787,115.7,36.2,1419,"ground","5","8.3","water","70","21.9"
"9229","Alolan Sandshrew","Metal Claw","Night Slash",6.785,103.1,32.2,1293,"steel","8","11.4","dark","50","22.7"
"9230","Shadow Skiploom","Tackle","Energy Ball",6.785,85.3,26.6,976,"normal","5","10","grass","90","23.1"
"9231","Mightyena","Ice Fang","Poison Fang",6.783,129.4,40.4,1926,"ice","12","8","poison","35","20.6"
"9232","Woobat","Air Slash","Aerial Ace",6.782,83.8,26.1,1016,"flying","14","11.7","flying","55","22.9"
"9233","Shadow Skiploom","Tackle","Dazzling Gleam",6.78,85.2,26.6,976,"normal","5","10","fairy","100","28.6"
"9234","Delibird","Ice Shard","Icy Wind",6.778,70.6,22,1094,"ice","12","10","ice","60","18.2"
"9235","Piplup","Pound","Bubble Beam",6.776,86.4,26.9,1075,"normal","7","11.7","water","45","23.7"
"9236","Prinplup","Bubble","Icy Wind",6.776,128.2,39.9,1701,"water","12","10","ice","60","18.2"
"9237","Skiploom","Tackle","Grass Knot",6.776,102.2,31.8,976,"normal","5","10","grass","90","34.6"
"9238","Hippopotas","Tackle","Body Slam",6.772,115,35.7,1358,"normal","5","10","normal","50","26.3"
"9239","Alolan Rattata","Tackle","Crunch",6.769,46.7,14.5,734,"normal","5","10","dark","70","21.9"
"9240","Yamask","Astonish","Shadow Ball",6.769,96,29.8,982,"ghost","8","7.3","ghost","100","33.3"
"9241","Chikorita","Tackle","Grass Knot",6.767,92,28.5,935,"normal","5","10","grass","90","34.6"
"9242","Delibird","Quick Attack","Icy Wind",6.765,70.5,21.8,1094,"normal","8","10","ice","60","18.2"
"9243","Totodile","Water Gun","Water Pulse",6.765,88.5,27.4,1131,"water","5","10","water","70","21.9"
"9244","Shadow Cubone","Mud Slap","Dig",6.762,94.5,29.2,1019,NA,NA,NA,"ground","100","21.3"
"9245","Ariados","Poison Sting","Shadow Sneak",6.761,122,37.7,1772,"poison","5","8.3","ghost","50","17.2"
"9246","Timburr","Pound","Rock Tomb",6.757,93.7,28.9,1315,"normal","7","11.7","rock","70","21.9"
"9247","Horsea","Water Gun","Flash Cannon",6.755,64.7,20,1056,"water","5","10","steel","100","37"
"9248","Prinplup","Metal Claw","Icy Wind",6.755,127.8,39.4,1701,"steel","8","11.4","ice","60","18.2"
"9249","Dewgong","Iron Tail","Aqua Jet",6.754,199.8,61.5,1985,"steel","15","13.6","water","45","17.3"
"9250","Dunsparce","Bite","Dig",6.754,160.9,49.5,1689,"dark","6","12","ground","100","21.3"
"9251","Mime Jr.","Pound","Psybeam",6.751,73.6,22.6,1095,"normal","7","11.7","psychic","70","21.9"
"9252","Noctowl","Extrasensory","Night Shade",6.749,192.2,59.1,2024,"psychic","12","10.9","ghost","60","23.1"
"9253","Remoraid","Mud Shot","Water Pulse",6.748,49.6,15.2,912,"ground","5","8.3","water","70","21.9"
"9254","Starly","Tackle","Aerial Ace",6.746,46.1,14.2,719,"normal","5","10","flying","55","22.9"
"9255","Jigglypuff","Feint Attack","Dazzling Gleam",6.745,69.7,21.4,724,"dark","10","11.1","fairy","100","28.6"
"9256","Remoraid","Water Gun","Aurora Beam",6.743,49.5,15.2,912,"water","5","10","ice","80","22.5"
"9257","Venonat","Bug Bite","Signal Beam",6.739,91.4,28,1004,"bug","5","10","bug","75","25.9"
"9258","Diglett","Scratch","Mud Bomb",6.734,35.6,10.9,676,"normal","6","12","ground","55","23.9"
"9259","Kecleon","Lick","Shadow Sneak",6.734,162.1,49.5,2047,"ghost","5","10","ghost","50","17.2"
"9260","Shadow Ekans","Poison Sting","Wrap",6.731,54.9,16.7,927,"poison","5","8.3","normal","60","20.7"
"9261","Taillow","Peck","Aerial Ace",6.731,47.9,14.6,765,"flying","10","10","flying","55","22.9"
"9262","Ledian","Bug Bite","Aerial Ace",6.73,145.9,44.5,1346,"bug","5","10","flying","55","22.9"
"9263","Drifloon","Astonish","Ominous Wind",6.727,98.5,30,1197,"ghost","8","7.3","ghost","50","21.7"
"9264","Jumpluff","Bullet Seed","Return",6.721,181,54.9,1636,"grass","8","7.3","normal","35","50"
"9265","Alolan Rattata","Quick Attack","Crunch",6.719,46.4,14.1,734,"normal","8","10","dark","70","21.9"
"9266","Minun","Spark","Swift",6.719,130.8,39.7,1694,"electric","6","8.6","normal","60","21.4"
"9267","Pikachu","Quick Attack","Surf",6.719,65.2,19.8,938,"normal","8","10","water","65","38.2"
"9268","Shuppet","Astonish","Shadow Sneak",6.717,53,16,1018,"ghost","8","7.3","ghost","50","17.2"
"9269","Castform","Hex","Energy Ball",6.714,134.2,40.6,1632,"ghost","10","8.3","grass","90","23.1"
"9270","Slugma","Rock Throw","Flame Charge",6.714,54.1,16.4,895,"rock","12","13.3","fire","70","18.4"
"9271","Porygon","Hidden Power (Fire)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9272","Porygon","Hidden Power (Fighting)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9273","Porygon","Hidden Power (Water)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9274","Porygon","Hidden Power (Flying)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9275","Porygon","Hidden Power (Grass)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9276","Porygon","Hidden Power (Poison)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9277","Porygon","Hidden Power (Electric)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9278","Porygon","Hidden Power (Ground)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9279","Porygon","Hidden Power (Psychic)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9280","Porygon","Hidden Power (Rock)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9281","Porygon","Hidden Power (Ice)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9282","Porygon","Hidden Power (Bug)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9283","Porygon","Hidden Power (Dragon)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9284","Porygon","Hidden Power (Ghost)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9285","Porygon","Hidden Power (Dark)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9286","Porygon","Hidden Power (Steel)","Psybeam",6.712,125.2,37.9,1720,NA,NA,NA,"psychic","70","21.9"
"9287","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9288","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9289","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9290","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9291","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9292","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9293","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9294","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9295","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9296","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9297","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9298","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9299","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9300","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9301","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9302","Porygon","Hidden Power","Psybeam",6.712,125.2,37.9,1720,"normal","15","10","psychic","70","21.9"
"9303","Elekid","Low Kick","Brick Break",6.711,77.3,23.3,1206,"fighting","6","10","fighting","40","25"
"9304","Piplup","Bubble","Bubble Beam",6.709,85.5,25.8,1075,"water","12","10","water","45","23.7"
"9305","Sewaddle","Bug Bite","Seed Bomb",6.708,92.5,27.9,977,"bug","5","10","grass","55","26.2"
"9306","Vullaby","Air Slash","Dark Pulse",6.707,134,40.4,1271,"flying","14","11.7","dark","80","26.7"
"9307","Palpitoad","Bubble","Sludge Wave",6.706,113.1,34.1,1392,"water","12","10","poison","110","34.4"
"9308","Shadow Rattata","Tackle","Dig",6.706,38.6,11.6,734,"normal","5","10","ground","100","21.3"
"9309","Snover","Powder Snow","Energy Ball",6.705,94.9,28.6,1159,"ice","6","6","grass","90","23.1"
"9310","Jumpluff","Infestation","Energy Ball",6.704,180.5,54.4,1636,"bug","10","9.1","grass","90","23.1"
"9311","Pineco","Tackle","Return",6.704,96.9,29.2,1108,"normal","5","10","normal","35","50"
"9312","Medicham","Psycho Cut","Ice Punch",6.703,132.1,39.8,1431,"psychic","5","8.3","ice","50","26.3"
"9313","Cubchoo","Powder Snow","Icy Wind",6.699,66.6,20,1069,"ice","6","6","ice","60","18.2"
"9314","Ekans","Poison Sting","Gunk Shot",6.699,65.6,19.7,927,"poison","5","8.3","poison","130","41.9"
"9315","Koffing","Infestation","Sludge",6.698,97.9,29.4,1214,"bug","10","9.1","poison","50","23.8"
"9316","Poliwag","Bubble","Return",6.698,60.9,18.3,829,"water","12","10","normal","35","50"
"9317","Minccino","Pound","Thunderbolt",6.695,71.1,21.3,872,"normal","7","11.7","electric","80","32"
"9318","Castform","Hex","Hurricane",6.694,133.8,40.1,1632,"ghost","10","8.3","flying","110","40.7"
"9319","Starly","Quick Attack","Aerial Ace",6.693,45.8,13.7,719,"normal","8","10","flying","55","22.9"
"9320","Dustox","Struggle Bug","Sludge Bomb",6.689,139.7,41.8,1224,"bug","15","10","poison","80","34.8"
"9321","Jumpluff","Infestation","Dazzling Gleam",6.689,180.1,53.9,1636,"bug","10","9.1","fairy","100","28.6"
"9322","Kirlia","Charge Beam","Return",6.688,63.8,19.1,966,"electric","8","7.3","normal","35","50"
"9323","Alolan Marowak","Rock Smash","Bone Club",6.687,158.6,47.4,1835,"fighting","15","11.5","ground","40","25"
"9324","Farfetch'd","Fury Cutter","Air Cutter",6.686,94.1,28.1,1236,"bug","3","7.5","flying","60","22.2"
"9325","Petilil","Hidden Power (Fire)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9326","Petilil","Hidden Power (Fighting)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9327","Petilil","Hidden Power (Water)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9328","Petilil","Hidden Power (Flying)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9329","Petilil","Hidden Power (Poison)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9330","Petilil","Hidden Power (Electric)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9331","Petilil","Hidden Power (Ground)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9332","Petilil","Hidden Power (Psychic)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9333","Petilil","Hidden Power (Rock)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9334","Petilil","Hidden Power (Ice)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9335","Petilil","Hidden Power (Bug)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9336","Petilil","Hidden Power (Dragon)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9337","Petilil","Hidden Power (Ghost)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9338","Petilil","Hidden Power (Dark)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9339","Petilil","Hidden Power (Steel)","Energy Ball",6.684,70.3,21,1030,NA,NA,NA,"grass","90","23.1"
"9340","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9341","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9342","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9343","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9344","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9345","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9346","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9347","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9348","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9349","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9350","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9351","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9352","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9353","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9354","Petilil","Hidden Power","Energy Ball",6.684,70.3,21,1030,"normal","15","10","grass","90","23.1"
"9355","Numel","Ember","Stomp",6.683,74.1,22.1,1057,"fire","10","10","normal","55","32.4"
"9356","Pikachu","Present","Thunderbolt",6.682,64.9,19.3,938,"normal","5","3.8","electric","80","32"
"9357","Corsola","Tackle","Bubble Beam",6.68,127.6,38,1378,"normal","5","10","water","45","23.7"
"9358","Roggenrola","Smack Down","Bulldoze",6.676,93.2,27.8,1205,"rock","16","13.3","ground","80","22.9"
"9359","Joltik","Charge Beam","Bug Buzz",6.672,79.5,23.6,1023,"electric","8","7.3","bug","90","24.3"
"9360","Jumpluff","Infestation","Aerial Ace",6.668,179.6,53.2,1636,"bug","10","9.1","flying","55","22.9"
"9361","Exeggcute","Bullet Seed","Seed Bomb",6.664,110.1,32.6,1175,"grass","8","7.3","grass","55","26.2"
"9362","Lombre","Bubble","Bubble Beam",6.664,105.3,31.2,1197,"water","12","10","water","45","23.7"
"9363","Dustox","Confusion","Sludge Bomb",6.661,139.1,41.1,1224,"psychic","20","12.5","poison","80","34.8"
"9364","Buizel","Water Gun","Swift",6.659,61,18,1054,"water","5","10","normal","60","21.4"
"9365","Shadow Seedot","Bullet Seed","Grass Knot",6.658,47.8,14.1,598,"grass","8","7.3","grass","90","34.6"
"9366","Staryu","Water Gun","Swift",6.658,68.7,20.3,1157,"water","5","10","normal","60","21.4"
"9367","Litwick","Ember","Flame Burst",6.656,79.3,23.4,1006,"fire","10","10","fire","70","26.9"
"9368","Dewgong","Ice Shard","Aqua Jet",6.654,196.8,58,1985,"ice","12","10","water","45","17.3"
"9369","Treecko","Pound","Aerial Ace",6.653,67.9,20,1053,"normal","7","11.7","flying","55","22.9"
"9370","Jumpluff","Bullet Seed","Energy Ball",6.652,179.1,52.7,1636,"grass","8","7.3","grass","90","23.1"
"9371","Kabuto","Mud Shot","Aqua Jet",6.652,83.7,24.6,1370,"ground","5","8.3","water","45","17.3"
"9372","Larvitar","Rock Smash","Return",6.65,75.8,22.3,1040,"fighting","15","11.5","normal","35","50"
"9373","Patrat","Bite","Grass Knot",6.649,58.1,17.1,791,"dark","6","12","grass","90","34.6"
"9374","Mareep","Thunder Shock","Body Slam",6.648,69.8,20.5,991,"electric","5","8.3","normal","50","26.3"
"9375","Diglett","Mud Shot","Mud Bomb",6.647,35.2,10.3,676,"ground","5","8.3","ground","55","23.9"
"9376","Snorlax","Yawn","Hyper Beam",6.646,292.8,85.9,3225,"normal","0","0","normal","150","39.5"
"9377","Purrloin","Sucker Punch","Dark Pulse",6.645,55.2,16.2,772,"dark","7","10","dark","80","26.7"
"9378","Slugma","Ember","Flame Charge",6.645,53.5,15.7,895,"fire","10","10","fire","70","18.4"
"9379","Shadow Kirlia","Confusion","Shadow Sneak",6.637,52.8,15.4,966,"psychic","20","12.5","ghost","50","17.2"
"9380","Swadloon","Struggle Bug","Energy Ball",6.637,131.3,38.4,1370,"bug","15","10","grass","90","23.1"
"9381","Mudkip","Water Gun","Dig",6.635,75.6,22.1,1128,"water","5","10","ground","100","21.3"
"9382","Jumpluff","Bullet Seed","Dazzling Gleam",6.633,178.6,52.1,1636,"grass","8","7.3","fairy","100","28.6"
"9383","Wormadam (Plant Cloak)","Confusion","Psybeam",6.633,152.6,44.5,1773,"psychic","20","12.5","psychic","70","21.9"
"9384","Wormadam (Sandy Cloak)","Confusion","Psybeam",6.633,152.6,44.5,1773,"psychic","20","12.5","psychic","70","21.9"
"9385","Ducklett","Water Gun","Brave Bird",6.632,88.4,25.8,856,"water","5","10","flying","130","65"
"9386","Skorupi","Infestation","Sludge Bomb",6.631,103.1,30.1,1009,"bug","10","9.1","poison","80","34.8"
"9387","Togetic","Hidden Power (Flying)","Ancient Power",6.631,145.2,42.3,1708,NA,NA,NA,"rock","70","20"
"9388","Togetic","Hidden Power","Ancient Power",6.631,145.2,42.3,1708,"normal","15","10","rock","70","20"
"9389","Drowzee","Confusion","Psychic",6.627,118,34.3,1040,"psychic","20","12.5","psychic","90","32.1"
"9390","Spinarak","Poison Sting","Signal Beam",6.627,54.6,15.9,816,"poison","5","8.3","bug","75","25.9"
"9391","Shadow Poliwag","Mud Shot","Mud Bomb",6.626,50.2,14.6,829,"ground","5","8.3","ground","55","23.9"
"9392","Shadow Rattata","Quick Attack","Dig",6.626,38.1,11.1,734,"normal","8","10","ground","100","21.3"
"9393","Mudkip","Tackle","Sludge",6.623,75.5,21.9,1128,"normal","5","10","poison","50","23.8"
"9394","Clefairy","Pound","Moonblast",6.618,105.6,30.6,1155,"normal","7","11.7","fairy","130","33.3"
"9395","Skorupi","Poison Sting","Sludge Bomb",6.617,102.9,29.8,1009,"poison","5","8.3","poison","80","34.8"
"9396","Frillish","Bubble","Ice Beam",6.616,110.1,31.9,1257,"water","12","10","ice","90","27.3"
"9397","Vibrava","Dragon Breath","Sand Tomb",6.616,79.6,23,1225,"dragon","6","12","ground","60","15"
"9398","Buizel","Quick Attack","Aqua Jet",6.615,60.6,17.5,1054,"normal","8","10","water","45","17.3"
"9399","Jumpluff","Bullet Seed","Aerial Ace",6.615,178.1,51.6,1636,"grass","8","7.3","flying","55","22.9"
"9400","Numel","Tackle","Stomp",6.615,73.4,21.2,1057,"normal","5","10","normal","55","32.4"
"9401","Paras","Scratch","Cross Poison",6.612,65.9,19.1,1018,"normal","6","12","poison","40","26.7"
"9402","Dratini","Iron Tail","Aqua Tail",6.61,66.1,19.1,1004,"steel","15","13.6","water","50","26.3"
"9403","Golett","Astonish","Night Shade",6.61,82.5,23.8,1189,"ghost","8","7.3","ghost","60","23.1"
"9404","Pachirisu","Spark","Thunderbolt",6.61,145.8,42.1,1213,"electric","6","8.6","electric","80","32"
"9405","Frillish","Bubble","Ominous Wind",6.609,110,31.8,1257,"water","12","10","ghost","50","21.7"
"9406","Shadow Vulpix","Ember","Body Slam",6.608,62.1,17.9,883,"fire","10","10","normal","50","26.3"
"9407","Poliwhirl","Mud Shot","Mud Bomb",6.607,112.6,32.5,1419,"ground","5","8.3","ground","55","23.9"
"9408","Shadow Meowth","Scratch","Night Slash",6.606,48,13.8,748,"normal","6","12","dark","50","22.7"
"9409","Spinarak","Poison Sting","Cross Poison",6.606,54.5,15.7,816,"poison","5","8.3","poison","40","26.7"
"9410","Totodile","Scratch","Water Pulse",6.606,86.4,24.9,1131,"normal","6","12","water","70","21.9"
"9411","Shadow Meowth","Bite","Dark Pulse",6.605,48,13.8,748,"dark","6","12","dark","80","26.7"
"9412","Meowth","Scratch","Body Slam",6.604,57.5,16.6,748,"normal","6","12","normal","50","26.3"
"9413","Pidgeotto","Steel Wing","Air Cutter",6.604,96.2,27.7,1194,"steel","11","13.8","flying","60","22.2"
"9414","Corphish","Rock Smash","Aqua Jet",6.603,73.1,21.1,1230,"fighting","15","11.5","water","45","17.3"
"9415","Skiploom","Bullet Seed","Grass Knot",6.602,99.6,28.7,976,"grass","8","7.3","grass","90","34.6"
"9416","Swadloon","Bug Bite","Silver Wind",6.602,130.6,37.6,1370,"bug","5","10","bug","70","18.9"
"9417","Lickitung","Zen Headbutt","Power Whip",6.6,154.5,44.4,1411,"psychic","12","10.9","grass","90","34.6"
"9418","Wingull","Water Gun","Ice Beam",6.599,47,13.5,765,"water","5","10","ice","90","27.3"
"9419","Lickitung","Zen Headbutt","Hyper Beam",6.589,154.3,44.2,1411,"psychic","12","10.9","normal","150","39.5"
"9420","Kecleon","Sucker Punch","Shadow Sneak",6.588,158.6,45.3,2047,"dark","7","10","ghost","50","17.2"
"9421","Pansear","Scratch","Flame Burst",6.588,75.7,21.7,956,"normal","6","12","fire","70","26.9"
